0.0;-1.0;0.0022200331547167;0.0 
0.5;-1.0;0.004501234180719265;0.0 
1.0;-1.0;0.00861066588539297;0.0 
1.5;-1.0;0.014568667875515622;0.0 
2.0;-1.0;0.025528504194176266;0.0 
2.5;-1.0;0.03945005415408041;0.0 
3.0;-1.0;0.06121578976072777;0.0 
3.5;-1.0;0.09123647561723457;0.0 
4.0;-1.0;0.1278982906479463;0.0 
4.5;-1.0;0.15557723083082614;0.0 
5.0;-1.0;0.19488167323872305;0.0 
5.5;-1.0;0.24211503031687984;0.0 
6.0;-1.0;0.27869883360106074;0.0 
6.5;-1.0;0.32213453635021644;0.0 
7.0;-1.0;0.34526702287637284;0.0 
7.5;-1.0;0.3895112410162651;0.0 
8.0;-1.0;0.4208804388021942;0.0 
8.5;-1.0;0.41707093624190156;0.0 
9.0;-1.0;0.4834952250623539;0.0 
9.5;-1.0;0.4982905230295543;0.0 
10.0;-1.0;0.519782215442675;0.0 
10.5;-1.0;0.5730324336505231;0.0 
11.0;-1.0;0.5661554691293609;0.0 
11.5;-1.0;0.5753278870593038;0.0 
12.0;-1.0;0.6154083116662381;0.0 
12.5;-1.0;0.6304585314660917;0.0 
13.0;-1.0;0.6503914933610817;0.0 
13.5;-1.0;0.6676203018497613;0.0 
14.0;-1.0;0.6730029645898072;0.0 
14.5;-1.0;0.687368905917793;0.0 
15.0;-1.0;0.706256983549169;0.0 
15.5;-1.0;0.7242472936349976;0.0 
16.0;-1.0;0.7264397677832368;0.0 
16.5;-1.0;0.7352353287552927;0.0 
17.0;-1.0;0.7608034058768526;0.0 
17.5;-1.0;0.7646411898158947;0.0 
18.0;-1.0;0.7677330163677396;0.0 
18.5;-1.0;0.7880557771357916;0.0 
19.0;-1.0;0.7888525979417933;0.0 
19.5;-1.0;0.7968119039027027;0.0 
20.0;-1.0;0.8089099612836611;0.0 
20.5;-1.0;0.8253424552117509;0.0 
0.0;-0.95;0.005739172974062118;0.0 
0.5;-0.95;0.014402429573029679;0.0 
1.0;-0.95;0.0291979198381308;0.0 
1.5;-0.95;0.0512108326287489;0.0 
